Acc X       , Acc Y       , Acc Z       , Gyro X      , Gyro Y      , Gyro Z      , Euler X     , Euler Y     , Euler Z     , Time        , Status       
-0.5186929  , 9.746393    , 0.831626534 , 0.006349038 , -0.00778307533, 0.002571589 , -1.66187465 , -0.062264882, 1.25792336  , 16.86       , 3
-0.5099323  , 9.751655    , 0.8213469   , 0.0026297695, -0.007010353, -0.00144455663, -1.66185272 , -0.062272884, 1.25799441  , 16.87       , 3
-0.531884253, 9.75476551  , 0.846698    , -0.00456964644, -0.005958492, -0.00360924 , -1.66190231 , -0.06230343 , 1.25805736  , 16.88       , 3
-0.5526047  , 9.768113    , 0.8503752   , -0.00427449448, -0.00253201369, -0.008678844, -1.66194713 , -0.06238752 , 1.25809073  , 16.89       , 3
-0.5609931  , 9.780348    , 0.842067242 , -0.007192381, -0.00416568527, -0.006242465, -1.66181767 , -0.06211579 , 1.25912118  , 16.9        , 3
-0.541307449, 9.726444    , 0.853539765 , -0.0013360841, -0.00360626634, -0.00195261627, -1.66183341 , -0.0621319152, 1.25915933  , 16.91       , 3
-0.5182772  , 9.738678    , 0.82718724  , 0.00506517151, -0.00706218742, -0.00112105056, -1.66178739 , -0.06213666 , 1.25923085  , 16.92       , 3
-0.518986464, 9.754937    , 0.824804366 , 0.00318951462, -0.00518641574, 0.0007348808, -1.66175866 , -0.06212466 , 1.2592814   , 16.93       , 3
-0.514618933, 9.759542    , 0.8455402   , 0.00212053745, -0.003851916, 0.00126179028, -1.66173983 , -0.0621085651, 1.25931859  , 16.94       , 3
-0.5389144  , 9.732248    , 0.8467738   , 0.001873635 , -0.0036139125, -0.003005696, -1.66172338 , -0.0621351972, 1.25935769  , 16.95       , 3
-0.5391896  , 9.747605    , 0.8453041   , -0.002116392, -0.004702464, -0.00675372174, -1.66174781 , -0.0621981435, 1.25941062  , 16.96       , 3
-0.505754   , 9.743192    , 0.847131431 , -0.005042123, 0.0006141346, -0.007839989, -1.66179836 , -0.0622767955, 1.259412    , 16.97       , 3
-0.516232848, 9.741074    , 0.8515111   , 0.000265948474, -0.00387271936, -0.00194553321, -1.66179812 , -0.06229259 , 1.2594521   , 16.98       , 3
-0.5297321  , 9.773627    , 0.8326262   , 0.00266919169, -0.00600593258, -0.00246573146, -1.66177535 , -0.06231173 , 1.25951457  , 16.99       , 3
-0.514468133, 9.756713    , 0.827552557 , 0.00266723521, -0.005476732, 0.00477983057, -1.66155922 , -0.0619234629, 1.260504    , 17          , 3
-0.533742368, 9.738438    , 0.8341883   , 0.000264382164, -0.006810586, 0.004238385 , -1.66156054 , -0.06187503 , 1.2605679   , 17.01       , 3
-0.525322258, 9.733006    , 0.846498132 , -0.0031833672, -0.009244112, -0.00163853529, -1.66159821 , -0.0618829727, 1.26066136  , 17.02       , 3
-0.5320054  , 9.753185    , 0.8120372   , -0.00717768446, -0.00606008153, -0.00325953774, -1.6616739  , -0.061909996, 1.26072526  , 17.03       , 3
-0.5240233  , 9.767767    , 0.8440029   , -0.009023831, -0.00155977253, -0.0070064594, -1.66176534 , -0.0619783737, 1.26074719  , 17.04       , 3
-0.528711259, 9.755182    , 0.8467369   , -0.00690620439, -0.00553310849, -0.00405904045, -1.66183794 , -0.06201379 , 1.26080632  , 17.05       , 3
-0.532892942, 9.748473    , 0.8503339   , -0.00130529236, -0.0055235764, -0.002435809, -1.66185462 , -0.06203305 , 1.26086354  , 17.06       , 3
-0.527725041, 9.76785851  , 0.852058    , 0.000547502947, -0.00310032628, 0.00183465262, -1.66185093 , -0.06201194 , 1.26089263  , 17.07       , 3
-0.518055558, 9.755204    , 0.8675907   , 0.005890409 , -0.006570149, 0.000528748147, -1.661796   , -0.06200074 , 1.260958    , 17.08       , 3
-0.533335447, 9.756206    , 0.8574745   , 0.00430552568, -0.00552814454, -0.0029455754, -1.66175652 , -0.0620251074, 1.26101518  , 17.09       , 3
-0.517562   , 9.772621    , 0.8368477   , 0.0008726827, -0.00265927427, -0.00478616357, -1.661583   , -0.0617532656, 1.26192212  , 17.1        , 3
-0.529961   , 9.774233    , 0.856032968 , -0.00366420555, -0.003996256, -0.005869805, -1.66162229 , -0.0618081167, 1.26196742  , 17.11       , 3
-0.5306385  , 9.75528     , 0.85841763  , -0.00392190041, -0.003476234, -0.007738043, -1.661664   , -0.06188211 , 1.26200891  , 17.12       , 3
-0.539849341, 9.740923    , 0.8588536   , -0.00526731 , -0.002661657, -0.005345132, -1.66171861 , -0.06193293 , 1.26204038  , 17.13       , 3
-0.5315637  , 9.746203    , 0.850819    , -0.00262318924, -0.003957678, 4.10480425E-07, -1.66174722 , -0.0619293153, 1.26208     , 17.14       , 3
-0.5245156  , 9.750054    , 0.8292704   , -0.00609714445, -0.00368735217, 0.000518749468, -1.6618104  , -0.0619207472, 1.26211619  , 17.15       , 3
-0.529224455, 9.739759    , 0.836489558 , 0.00162898831, -0.006595348, 0.00375478249, -1.66179788 , -0.0618774481, 1.26217866  , 17.16       , 3
-0.5286888  , 9.755168    , 0.8444859   , -0.0002202969, -0.00635704631, -0.0005194142, -1.661804   , -0.06187691 , 1.26224256  , 17.17       , 3
-0.5109127  , 9.759449    , 0.83703506  , -0.00741123036, -0.0045172954, -0.004284966, -1.66188109 , -0.06191549 , 1.26229167  , 17.18       , 3
-0.5146672  , 9.748656    , 0.8388673   , -0.00714435149, -0.003717117, -0.004018343, -1.661955   , -0.06195207 , 1.2623322   , 17.19       , 3
-0.5251856  , 9.747929    , 0.8486392   , -0.00790973753, -0.00217653275, -0.004779367, -1.6618458  , -0.0616761073, 1.26332307  , 17.2        , 3
-0.5135574  , 9.764434    , 0.8351613   , -0.00365702435, -0.005348276, -0.00129087374, -1.66188586 , -0.06168405 , 1.2633779   , 17.21       , 3
-0.5146361  , 9.773203    , 0.8616473   , 0.0008795325, -0.00614406029, -0.0007374943, -1.66188085 , -0.06168587 , 1.26343989  , 17.22       , 3
-0.520133257, 9.756471    , 0.8504431   , -0.000181128446, -0.005088054, -0.002076584, -1.66188586 , -0.06170194 , 1.26349282  , 17.23       , 3
-0.5182452  , 9.75822     , 0.8446016   , -0.00177589757, -0.00589855947, -0.003948546, -1.66190743 , -0.0617359765, 1.26355481  , 17.24       , 3
-0.521256   , 9.741611    , 0.8563935   , -0.0009713418, -0.00617015129, -0.004744692, -1.66192126 , -0.06177757 , 1.26362109  , 17.25       , 3
-0.524889648, 9.748938    , 0.865295649 , -0.00230597961, -0.00377098168, -0.00422039442, -1.661947   , -0.06181609 , 1.26366258  , 17.26       , 3
-0.511544645, 9.747743    , 0.842517734 , 0.006767856 , -0.006696852, -0.00364501774, -1.66188371 , -0.0618462749, 1.26373267  , 17.27       , 3
-0.50508    , 9.757144    , 0.839831233 , 0.008370239 , -0.00669715041, -0.003638308, -1.66180432 , -0.0618764348, 1.26380277  , 17.28       , 3
-0.5252069  , 9.755676    , 0.858937    , 0.00729911635, -0.00322635821, -0.002047887, -1.66173339 , -0.0618938431, 1.26383662  , 17.29       , 3
-0.531401753, 9.765203    , 0.8547308   , 0.0003920505, -0.00408672262, -0.00496151624, -1.66157639 , -0.0616004467, 1.26469636  , 17.3        , 3
-0.5323698  , 9.765255    , 0.861021459 , -0.0009430832, -0.004886702, -0.00523261167, -1.66158915 , -0.06164816 , 1.26474977  , 17.31       , 3
-0.5414426  , 9.748987    , 0.8457139   , -0.00229926687, -0.00565671828, -0.0009710884, -1.66161561 , -0.061652787, 1.264807    , 17.32       , 3
-0.514827251, 9.738752    , 0.8443428   , -0.009504336, -0.005130117, -0.002068526, -1.66171384 , -0.0616687648, 1.26486039  , 17.33       , 3
-0.509703636, 9.75270748  , 0.8447562   , -0.009244701, -0.005119591, -0.0004676599, -1.66180956 , -0.0616687648, 1.26491189  , 17.34       , 3
-0.5407043  , 9.729526    , 0.8418174   , -0.009248767, -0.00538045866, 0.000332587166, -1.66190529 , -0.06166055 , 1.2649653   , 17.35       , 3
-0.5230478  , 9.742528    , 0.855462253 , -0.00178476446, -0.00642884336, 0.00303163822, -1.66192687 , -0.06162457 , 1.26502681  , 17.36       , 3
-0.5178992  , 9.7537365   , 0.8504933   , -0.006570885, -0.004591303, -0.0009904738, -1.66199541 , -0.0616302453, 1.26507354  , 17.37       , 3
-0.5277139  , 9.758297    , 0.8408732   , -0.0100400336, -0.00726102153, -0.0023344  , -1.66210043 , -0.0616469048, 1.26514792  , 17.38       , 3
-0.5241983  , 9.761968    , 0.8553009   , -0.004689056, -0.004609276, -0.00364889274, -1.66215038 , -0.061679095, 1.265197    , 17.39       , 3
-0.518351   , 9.767388    , 0.864793539 , -0.00705873268, -0.00306807458, -0.004685927, -1.66205084 , -0.0614152029, 1.26616883  , 17.4        , 3
-0.5358802  , 9.768861    , 0.853743434 , 0.000945277337, -0.00812475 , -0.004378661, -1.66204655 , -0.06145142 , 1.26625371  , 17.41       , 3
-0.522184551, 9.775917    , 0.84981966  , 0.005198819 , -0.00596457673, 0.000435487367, -1.66199827 , -0.0614415668, 1.26631284  , 17.42       , 3
-0.5271818  , 9.7500515   , 0.82428205  , 0.009473412 , -0.003834368, 0.0007170171, -1.66190588 , -0.06143085 , 1.266351    , 17.43       , 3
-0.538289368, 9.73440552  , 0.8319069   , 0.00762451533, -0.00706313364, -0.00461882353, -1.66183424 , -0.0614703819, 1.26642537  , 17.44       , 3
-0.5520866  , 9.742428    , 0.8618318   , -0.00251278724, -0.005210498, -0.00653030258, -1.661863   , -0.0615306646, 1.26648307  , 17.45       , 3
-0.5403298  , 9.768858    , 0.846029758 , -0.00704686856, -0.00441823853, -0.00761693157, -1.66193664 , -0.0616025068, 1.26653409  , 17.46       , 3
-0.5376637  , 9.739584    , 0.865196466 , 0.0001500714, -0.00546657434, -0.004918999, -1.66193879 , -0.0616464  , 1.26659322  , 17.47       , 3
-0.551602   , 9.730574    , 0.8461677   , 0.002265368 , -0.00650339061, -0.000642564846, -1.66192007 , -0.06164694 , 1.26665854  , 17.48       , 3
-0.5460572  , 9.750915    , 0.856444836 , -0.00014743011, -0.004089922, 0.002010257 , -1.66192389 , -0.0616231672, 1.26669765  , 17.49       , 3
-0.521336734, 9.758657    , 0.8373529   , 0.0009407682, -0.00599974347, 0.00258365227, -1.66176081 , -0.0613404065, 1.26772714  , 17.5        , 3
-0.5323997  , 9.736159    , 0.8333226   , -0.00198880327, -0.00547746243, 0.0009708565, -1.66178393 , -0.0613256879, 1.267781    , 17.51       , 3
-0.5092639  , 9.753622    , 0.8470065   , -0.006249093, -0.005228138, -0.00171365519, -1.66184974 , -0.06133802 , 1.2678349   , 17.52       , 3
-0.5106314  , 9.746364    , 0.8402888   , -0.0110371727, -0.00205453346, -0.00493776 , -1.66196156 , -0.0613854043, 1.2678597   , 17.53       , 3
-0.5287663  , 9.747485    , 0.84409225  , -0.008104257, -0.0009816461, -0.00359383 , -1.66204345 , -0.0614203662, 1.267873    , 17.54       , 3
-0.5193319  , 9.749706    , 0.85365653  , -0.005179414, -0.00603032764, -0.00224131159, -1.662099   , -0.06143718 , 1.267935    , 17.55       , 3
-0.5173389  , 9.724382    , 0.853873134 , -0.00278467219, -0.00708482 , -0.000630005961, -1.66213131 , -0.06143691 , 1.26800656  , 17.56       , 3
-0.5385087  , 9.729545    , 0.848600447 , 0.00415172568, -0.006009152, 0.00126394723, -1.66209328 , -0.0614188761, 1.26806521  , 17.57       , 3
-0.522488534, 9.753372    , 0.85628885  , -0.000120428915, -0.00440966431, 0.00151043991, -1.66209722 , -0.0613997653, 1.26810765  , 17.58       , 3
-0.5139846  , 9.739241    , 0.851104438 , -0.000373151881, -0.005763304, -0.001954932, -1.66210461 , -0.0614139475, 1.26816726  , 17.59       , 3
-0.521743536, 9.73072052  , 0.848363757 , -6.36118348E-05, -0.00317003555, -0.004851865, -1.66194332 , -0.06116905 , 1.26915     , 17.6        , 3
-0.5243175  , 9.752493    , 0.8571716   , 0.000475137378, -0.00530995149, -0.00644638948, -1.66194224 , -0.06122847 , 1.26920867  , 17.61       , 3
-0.527298331, 9.769236    , 0.8561058   , -0.00113219873, -0.005302603, -0.00538660027, -1.661957   , -0.0612772554, 1.26926637  , 17.62       , 3
-0.5200429  , 9.750953    , 0.8356269   , 0.003120145 , -0.00687389 , -0.00136709842, -1.66193008 , -0.06128463 , 1.269336    , 17.63       , 3
-0.5211901  , 9.72701     , 0.8344405   , 0.00284513552, -0.0081958035, -3.3226097E-05, -1.66190672 , -0.0612775534, 1.269418    , 17.64       , 3
-0.5356227  , 9.747602    , 0.850754559 , 0.0009788473, -0.005800059, -4.44143079E-05, -1.66190028 , -0.06127269 , 1.26947618  , 17.65       , 3
-0.5351195  , 9.743014    , 0.8408896   , -0.00596320443, -0.00740098627, -0.000871122349, -1.66196442 , -0.06127466 , 1.26955056  , 17.66       , 3
-0.5354295  , 9.747475    , 0.831396341 , -0.00301825837, -0.00661187945, -0.00219306513, -1.66199875 , -0.0612905733, 1.26961875  , 17.67       , 3
-0.5131036  , 9.730602    , 0.8444269   , -0.00141061062, -0.00261985115, -0.00219195662, -1.6620146  , -0.0613099523, 1.26964688  , 17.68       , 3
-0.5172607  , 9.739344    , 0.8618668   , -0.00194418244, -0.00502043543, -0.00299070659, -1.66203725 , -0.06133518 , 1.26969934  , 17.69       , 3
-0.5198458  , 9.752026    , 0.862187564 , -0.00378964469, -0.002934191, -0.00189775438, -1.66190708 , -0.0610672347, 1.27071738  , 17.7        , 3
-0.540591359, 9.749013    , 0.8511283   , 0.00369030866, -0.0069384845, -0.003460591, -1.66187465 , -0.06109539 , 1.27078986  , 17.71       , 3
-0.5455596  , 9.757248    , 0.8586552   , 0.00554522965, -0.00478491466, 0.0002769949, -1.66182208 , -0.0610882528, 1.27083707  , 17.72       , 3
-0.539703   , 9.738096    , 0.841316164 , 0.00368851447, -0.004536038, -0.00239745271, -1.66178823 , -0.06110796 , 1.27088475  , 17.73       , 3
-0.5259626  , 9.757407    , 0.8458561   , 0.00262079528, -0.005069912, -0.00266780355, -1.66176522 , -0.0611299351, 1.27093768  , 17.74       , 3
-0.5127871  , 9.751776    , 0.83526665  , -0.00137401884, -0.00508503 , -0.005084199, -1.66178226 , -0.0611759163, 1.270993    , 17.75       , 3
-0.513593   , 9.764913    , 0.839209735 , -0.00299320044, -0.00559412874, -0.00162404112, -1.66181576 , -0.0611869954, 1.27105069  , 17.76       , 3
-0.5205658  , 9.753278    , 0.8450582   , -0.00299179647, -0.0045295083, -0.00162553461, -1.66184855 , -0.0611991175, 1.27109742  , 17.77       , 3
-0.5227989  , 9.757376    , 0.846348643 , -0.006989233, -0.007474095, -0.00430444768, -1.66192329 , -0.0612351857, 1.27117562  , 17.78       , 3
-0.5251418  , 9.758818    , 0.855762362 , -0.0008566892, -0.005594526, -0.00161509507, -1.66193521 , -0.0612462  , 1.27123284  , 17.79       , 3
